Altium Designer Pick and Place Locations
C:\projects\hcu_hardware\hardware\zeleno_hcucc_r1\.\REV1.2\Pick Place\Pick Place for hcucc_r1.2(NREL_Production).txt

========================================================================================================================
File Design Information:

Date:       29/07/24
Time:       01:19
Revision:   b1aa59978447bcba6e1cb286160fb2aa1bdb8dfd
Variant:    NREL_Production
Units used: mil

Designator Comment                  Layer       Footprint               Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                           
J6         CONUFL001-SMD-T          TopLayer    LINX_CONUFL001-SMD-T    2648.130      757.874       270      "RF Connectors / Coaxial Connectors U.FL Straight Surface Mount Jack"                                                                                 
J4         693072010801             BottomLayer 693072010801            2130.905      133.858       180      "WR-CRD Micro SD Card Connector Hinge Type"                                                                                                           
J2         629722000214             TopLayer    629722000214            285.433       87.795        0        "WR-COM USB 2.0 Type C Receptacle Horizontal SMT"                                                                                                     
J1         52991-0408               BottomLayer 529910408               1023.622      78.740        0        "Molex B2B 40 Pos, 0.5mm pitch"                                                                                                                       
D14        LTST-C190KRKT            TopLayer    LEDC1608X35N            856.299       -39.370       90       "Red 631nm LED Indication - Discrete 2V 0603"                                                                                                         
D11        LXES15AAA1-153           TopLayer    DIONC1105X44N           2373.937      837.023       180      "ESD Suppressors / TVS Diodes ESD Protection Device, 0402, Bidirectional, 4V working, 15V breakdown, 0.05pF Cd"                                       
D8         LTST-C190KRKT            TopLayer    LEDC1608X35N            742.815       -39.370       90       "Red 631nm LED Indication - Discrete 2V 0603"                                                                                                         
D7         LTST-C190KRKT            TopLayer    LEDC1608X35N            629.921       -39.370       90       "Red 631nm LED Indication - Discrete 2V 0603"                                                                                                         
D6         D18V0L1B2LPQ-7B          TopLayer    DFN65P101X53-2N         423.950       238.679       180      "ESD Suppressors / TVS Diodes General 15kV Cont., 20kV Air, 20Vw Protection PP DFN1006-2"                                                             
D5         PMEG60T30ELRX            TopLayer    SODFL3517X110N          187.008       393.701       180      "60 V, 3 A low leakage current Trench MEGA Schottky barrier rectifier"                                                                                
D4         LTST-C190KRKT            TopLayer    LEDC1608X35N            511.811       -39.370       90       "Red 631nm LED Indication - Discrete 2V 0603"                                                                                                         
D3         PMEG60T30ELRX            TopLayer    SODFL3517X110N          333.605       484.012       90       "60 V, 3 A low leakage current Trench MEGA Schottky barrier rectifier"                                                                                
D2         LTST-C190KRKT            TopLayer    LEDC1608X35N            974.409       -39.370       90       "Red 631nm LED Indication - Discrete 2V 0603"                                                                                                         
